tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán  Nhà mặt phố tạiHOÀNG HOA THÁM, Phường Quang Trung, Quận Hà Đông, Hà Nội",46 tỷ,"HOÀNG HOA THÁM, Phường Quang Trung, Quận Hà Đông, Hà Nội",95 m²,6,7,8,Sổ đỏ / Sổ hồng,05/03/202622:50
"Bán  Nhà riêng tạiTrần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","17,80 tỷ","Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",45 m²,,,6,Sổ đỏ / Sổ hồng,05/03/202612:00
"Bán  Nhà riêng tạiMậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","7,78 tỷ","Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",48 m²,3,4,5,Sổ đỏ / Sổ hồng,05/03/202621:51
"Bán  Nhà riêng tạiMậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","8,56 tỷ","Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38 m²,4,4,5,Sổ đỏ / Sổ hồng,05/03/202621:54
"Bán  Nhà riêng tạiMậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",8 tỷ,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",54 m²,4,3,5,Sổ đỏ / Sổ hồng,05/03/202621:53
"Bán  Nhà riêng tạiTrần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","8,50 tỷ","Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",33 m²,3,4,5,Sổ đỏ / Sổ hồng,05/03/202613:12
"Bán  Nhà mặt phố tạiMinh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","9,50 tỷ","Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",40 m²,4,,4,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiTôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội","8,35 tỷ","Tôn Đức Thắng, Phường Cát Linh, Quận Đống Đa, Hà Nội",25 m²,4,,6,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiTRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","22,50 tỷ","TRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",45 m²,3,3,7,Sổ đỏ / Sổ hồng,05/03/202611:07
"Bán  Nhà riêng tạiTam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","8,50 tỷ","Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",40 m²,3,,8,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiĐịnh Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội","14,30 tỷ","Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",71 m²,6,,5,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiXã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội","21,50 tỷ","Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",125 m²,,,8,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiTrần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội","7,90 tỷ","Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",46 m²,4,,8,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiNguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","9,90 tỷ","Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",37 m²,3,4,10,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiTrường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","8,68 tỷ","Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",41 m²,3,,5,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiMinh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",6 tỷ,"Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",30 m²,3,,6,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiXã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội","7,90 tỷ","Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",31 m²,4,,4,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiVũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","18,50 tỷ","Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",44 m²,4,,7,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiTrường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","8,50 tỷ","Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",33 m²,3,,6,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiĐền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","18,60 tỷ","Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",52 m²,,,8,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiTam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","7,95 tỷ","Tam Trinh, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",39 m²,3,4,5,Sổ đỏ / Sổ hồng,05/03/202611:01
"Bán  Nhà riêng tạiKim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","12,50 tỷ","Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",58 m²,,,6,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiLương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",11 tỷ,"Lương Yên, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",44 m²,6,4,8,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiLáng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội","7,10 tỷ","Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",30 m²,,,8,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiTrương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","11,90 tỷ","Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",43 m²,5,,5,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiPhường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",24 tỷ,"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",70 m²,,,7,Sổ đỏ / Sổ hồng,05/03/202608:33
"Bán  Nhà riêng tạiTRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",43 tỷ,"TRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",75 m²,5,6,9,Sổ đỏ / Sổ hồng,05/03/202610:44
"Bán  Nhà biệt thự, liền kề tại5 Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","17,30 tỷ","5 Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",50 m²,4,6,7,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiPhường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","11,80 tỷ","Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",48 m²,,,6,Sổ đỏ / Sổ hồng,05/03/202608:00
"Bán  Nhà mặt phố tạiMinh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",25 tỷ,"Minh Khai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",71 m²,,,7,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiHoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","29,50 tỷ","Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",60 m²,4,4,8,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiThanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","23,50 tỷ","Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",68 m²,,,8,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiTrương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","11,90 tỷ","Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",43 m²,5,,8,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiMai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội","12,90 tỷ","Mai Động, Phường Mai Động, Quận Hoàng Mai, Hà Nội",40 m²,4,,7,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà riêng tạiGiải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","16,90 tỷ","Giải Phóng, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",73 m²,,,10,Sổ đỏ / Sổ hồng,05/03/202611:00
"Bán  Nhà mặt phố tạiVũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","18,50 tỷ","Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",36 m²,5,,8,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiGiảng Võ, Phường Thành Công, Quận Ba Đình, Hà Nội","7,98 tỷ","Giảng Võ, Phường Thành Công, Quận Ba Đình, Hà Nội",30 m²,,,5,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiBùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","6,90 tỷ","Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",30 m²,,,3,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiTrường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","8,20 tỷ","Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",35 m²,5,,6,Sổ đỏ / Sổ hồng,04/03/202616:58
"Bán  Nhà riêng tạiLê Quý Đôn, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội","6,80 tỷ","Lê Quý Đôn, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",30 m²,3,3,8,Sổ đỏ / Sổ hồng,04/03/202612:23
"Bán  Nhà riêng tạiMậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","6,39 tỷ","Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",34 m²,5,3,8,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạihoàng mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","9,60 tỷ","hoàng mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",56 m²,,,6,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiGiải Phóng, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","14,20 tỷ","Giải Phóng, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",50 m²,4,,7,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà mặt phố tạilê trọng tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",28 tỷ,"lê trọng tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",88 m²,6,4,8,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiLê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","8,60 tỷ","Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",28 m²,3,3,5,Sổ đỏ / Sổ hồng,04/03/202612:14
"Bán Nhà biệt thự, liền kề theo dự ánVinhomes Wonder City tại 422, Xã Tân Lập, Huyện Đan Phượng, Hà Nội",27 tỷ,"422, Xã Tân Lập, Huyện Đan Phượng, Hà Nội",120 m²,4,5,4,Sổ đỏ / Sổ hồng,04/03/202617:45
"Bán  Nhà mặt phố tạiHoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","26,50 tỷ","Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",40 m²,,,7,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiHà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội","7,60 tỷ","Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",40 m²,3,4,5,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà mặt phố tạiTrương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","17,50 tỷ","Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",42 m²,,,7,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạikim ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","10,50 tỷ","kim ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",33 m²,,,5,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiMậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội","6,70 tỷ","Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35 m²,4,3,5,Sổ đỏ / Sổ hồng,05/03/202600:00
"Bán  Nhà riêng tạiPhường Đại Kim, Quận Hoàng Mai, Hà Nội",8 tỷ,"Phường Đại Kim, Quận Hoàng Mai, Hà Nội",36 m²,,,5,Sổ đỏ / Sổ hồng,03/03/202622:47
"Bán  Nhà riêng tạitrường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",11 tỷ,"trường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",42 m²,3,,4,Sổ đỏ / Sổ hồng,03/03/202616:27
"Bán  Nhà riêng tạitrường chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","8,20 tỷ","trường chinh, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",35 m²,5,,5,Sổ đỏ / Sổ hồng,03/03/202616:33
"Bán  Nhà mặt phố tạiNGUYỄN XIỂN, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",52 tỷ,"NGUYỄN XIỂN, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",100 m²,14,14,9,Sổ đỏ / Sổ hồng,03/03/202618:00
"Bán  Nhà riêng tạiĐại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội","6,30 tỷ","Đại Cát, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",45 m²,3,4,5,Sổ đỏ / Sổ hồng,03/03/202622:00
"Bán  Nhà riêng tạiĐền Lừ, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","33,20 tỷ","Đền Lừ, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",55 m²,3,5,7,Sổ đỏ / Sổ hồng,03/03/202621:16
"Bán  Nhà riêng tạiPhường Định Công, Quận Hoàng Mai, Hà Nội",3 tỷ,"Phường Định Công, Quận Hoàng Mai, Hà Nội",25 m²,,,4,Giấy viết tay,03/03/202621:40
"Bán  Nhà riêng tạiCảm Hội, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội","21,50 tỷ","Cảm Hội, Phường Đồng Nhân, Quận Hai Bà Trưng, Hà Nội",75 m²,6,4,8,Sổ đỏ / Sổ hồng,04/03/202612:13
"Bán  Nhà riêng tạiPhường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội","10,35 tỷ","Phường Quỳnh Lôi, Quận Hai Bà Trưng, Hà Nội",34 m²,,,5,Sổ đỏ / Sổ hồng,04/03/202611:49
"Bán  Nhà riêng tạiXã Đông Dư, Huyện Gia Lâm, Hà Nội",Thỏa thuận,"Xã Đông Dư, Huyện Gia Lâm, Hà Nội",33 m²,3,3,4,Sổ đỏ / Sổ hồng,04/03/202602:00
"Bán Nhà riêng theo dự ánKĐT Đền Lừ tại Đền Lừ, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","26,50 tỷ","Đền Lừ, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",40 m²,4,5,7,Sổ đỏ / Sổ hồng,03/03/202615:11
"Bán  Nhà mặt phố tạiKHƯƠNG HẠ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","29,90 tỷ","KHƯƠNG HẠ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",60 m²,6,7,8,Sổ đỏ / Sổ hồng,03/03/202618:00
"Bán  Nhà riêng tạiBÙI XƯƠNG TRẠCH, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","7,90 tỷ","BÙI XƯƠNG TRẠCH, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",43 m²,4,3,8,Sổ đỏ / Sổ hồng,03/03/202618:00
"Bán  Nhà riêng tạiquan nhân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội","14,90 tỷ","quan nhân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",62 m²,4,,9,Sổ đỏ / Sổ hồng,03/03/202616:30
"Bán  Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","9,70 tỷ","Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",48 m²,4,4,6,Sổ đỏ / Sổ hồng,03/03/202614:40
"Bán  Nhà riêng tạiXã Sơn Đồng, Huyện Hoài Đức, Hà Nội","8,10 tỷ","Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",45 m²,4,4,6,Sổ đỏ / Sổ hồng,03/03/202613:42
"Bán  Nhà riêng tạiThị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội","4,20 tỷ","Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",35 m²,3,4,5,Sổ đỏ / Sổ hồng,03/03/202613:43
"Bán  Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội","8,10 tỷ","Xã An Khánh, Huyện Hoài Đức, Hà Nội",45 m²,3,4,6,Sổ đỏ / Sổ hồng,03/03/202613:42
"Bán  Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội","5,80 tỷ","Xã An Khánh, Huyện Hoài Đức, Hà Nội",38 m²,4,4,5,Sổ đỏ / Sổ hồng,03/03/202613:44
"Bán  Nhà riêng tạiXã Tiền Yên, Huyện Hoài Đức, Hà Nội","6,65 tỷ","Xã Tiền Yên, Huyện Hoài Đức, Hà Nội",42 m²,4,3,5,Sổ đỏ / Sổ hồng,03/03/202613:42
"Bán  Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội","4,15 tỷ","Xã An Khánh, Huyện Hoài Đức, Hà Nội",32 m²,3,4,8,Sổ đỏ / Sổ hồng,03/03/202613:44
"Bán  Nhà riêng tạiXã Sơn Đồng, Huyện Hoài Đức, Hà Nội","4,60 tỷ","Xã Sơn Đồng, Huyện Hoài Đức, Hà Nội",45 m²,4,4,8,Sổ đỏ / Sổ hồng,03/03/202611:45
"Bán  Nhà riêng tạiXã Tân Lập, Huyện Đan Phượng, Hà Nội","4,50 tỷ","Xã Tân Lập, Huyện Đan Phượng, Hà Nội",38 m²,4,4,7,Sổ đỏ / Sổ hồng,03/03/202613:46
"Bán  Nhà riêng tạiXã Tân Lập, Huyện Đan Phượng, Hà Nội","4,90 tỷ","Xã Tân Lập, Huyện Đan Phượng, Hà Nội",38 m²,4,3,6,Sổ đỏ / Sổ hồng,03/03/202613:43
"Bán  Nhà riêng tạiXã Kim Chung, Huyện Hoài Đức, Hà Nội","5,20 tỷ","Xã Kim Chung, Huyện Hoài Đức, Hà Nội",33 m²,3,3,5,Sổ đỏ / Sổ hồng,03/03/202613:43
"Bán  Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội","5,50 tỷ","Xã Vân Canh, Huyện Hoài Đức, Hà Nội",35 m²,3,4,5,Hợp đồng mua bán,03/03/202613:42
"Bán  Nhà riêng tạiXã Vân Côn, Huyện Hoài Đức, Hà Nội","6,35 tỷ","Xã Vân Côn, Huyện Hoài Đức, Hà Nội",36 m²,4,4,,Sổ đỏ / Sổ hồng,03/03/202613:43
"Bán  Nhà riêng tạiThị trấn Phùng, Huyện Đan Phượng, Hà Nội","9,50 tỷ","Thị trấn Phùng, Huyện Đan Phượng, Hà Nội",50 m²,4,4,6,Sổ đỏ / Sổ hồng,03/03/202613:44
"Bán  Nhà riêng tạiXã La Phù, Huyện Hoài Đức, Hà Nội","5,35 tỷ","Xã La Phù, Huyện Hoài Đức, Hà Nội",45 m²,4,3,4,Sổ đỏ / Sổ hồng,03/03/202613:41
"Bán  Nhà riêng tạiPhường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","3,55 tỷ","Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",30 m²,,,5,Hợp đồng mua bán,03/03/202610:01
"Bán  Nhà riêng tạiMinh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","18,80 tỷ","Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",82 m²,9,9,6,Sổ đỏ / Sổ hồng,02/03/202608:42
"Bán  Nhà riêng tạiHOÀNG ĐẠO THÀNH, Phường Kim Giang, Quận Thanh Xuân, Hà Nội","12,50 tỷ","HOÀNG ĐẠO THÀNH, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",38 m²,3,5,7,Sổ đỏ / Sổ hồng,02/03/202620:36
"Bán  Nhà riêng tạiTÂN MAI, Phường Tân Mai, Quận Hoàng Mai, Hà Nội","17,80 tỷ","TÂN MAI, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",90 m²,5,7,7,Sổ đỏ / Sổ hồng,02/03/202622:01
"Bán  Nhà riêng tạiTrường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội","14,80 tỷ","Trường chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",48 m²,6,4,7,Sổ đỏ / Sổ hồng,02/03/202616:20
"Bán  Nhà riêng tạiPhường Xuân Phương, Quận Nam Từ Liêm, Hà Nội","6,90 tỷ","Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",42 m²,4,4,9,Sổ đỏ / Sổ hồng,03/03/202600:00
"Bán  Nhà riêng tạiYên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","14,80 tỷ","Yên Lạc, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",52 m²,3,3,4,Sổ đỏ / Sổ hồng,03/03/202607:20
"Bán  Nhà riêng tạiPhường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội","6,60 tỷ","Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",34 m²,3,4,6,Sổ đỏ / Sổ hồng,03/03/202600:00
"Bán  Nhà riêng tạinguyễn xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",25 tỷ,"nguyễn xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",55 m²,3,4,8,Sổ đỏ / Sổ hồng,02/03/202623:07
"Bán  Nhà riêng tạiTrần Khát Chân, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội","11,90 tỷ","Trần Khát Chân, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",55 m²,6,4,5,Sổ đỏ / Sổ hồng,03/03/202607:12
"Bán  Nhà riêng tạiQuan nhân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",20 tỷ,"Quan nhân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",56 m²,6,,7,Sổ đỏ / Sổ hồng,02/03/202617:03
"Bán  Nhà biệt thự, liền kề tạiBÙI QUỐC KHÁI, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",75 tỷ,"BÙI QUỐC KHÁI, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",200 m²,5,4,10,Sổ đỏ / Sổ hồng,02/03/202621:02
"Bán  Nhà riêng tạiThanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội","10,50 tỷ","Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",45 m²,3,3,5,Sổ đỏ / Sổ hồng,03/03/202607:08
"Bán  Nhà riêng tạiĐặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",14 tỷ,"Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",72 m²,4,4,7,Sổ đỏ / Sổ hồng,03/03/202609:49
"Bán  Nhà riêng tạiTHỊNH LIỆT, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",19 tỷ,"THỊNH LIỆT, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",50 m²,4,5,9,Sổ đỏ / Sổ hồng,02/03/202621:33
"Bán  Nhà riêng tạigiáp hải, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",Thỏa thuận,"giáp hải, Xã Đông Dư, Huyện Gia Lâm, Hà Nội",111 m²,4,3,5,Sổ đỏ / Sổ hồng,02/03/202606:00
"Bán  Nhà riêng tạiTRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội","29,50 tỷ","TRUNG KÍNH, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",60 m²,4,6,7,Sổ đỏ / Sổ hồng,01/03/202620:46
"Bán  Nhà riêng tạiMinh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","10,80 tỷ","Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",30 m²,3,4,9,Sổ đỏ / Sổ hồng,02/03/202608:31
"Bán  Nhà mặt phố tạinguyễn lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",450 tỷ,"nguyễn lương Bằng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",540 m²,8,8,9,Sổ đỏ / Sổ hồng,01/03/202622:10
"Bán  Nhà riêng tạiMinh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội","9,75 tỷ","Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",35 m²,3,4,7,Sổ đỏ / Sổ hồng,01/03/202618:08
"Bán  Nhà riêng tạiPhường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",20 tỷ,"Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",50 m²,,,8,Sổ đỏ / Sổ hồng,01/03/202614:01
"Bán  Nhà riêng tạibùi quốc khái, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",23 tỷ,"bùi quốc khái, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",70 m²,4,6,7,Sổ đỏ / Sổ hồng,01/03/202618:41
"Bán  Nhà riêng tạiPhường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội","10,80 tỷ","Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",48 m²,,,7,Sổ đỏ / Sổ hồng,02/03/202608:10
