tieu_de,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site,dien_tich_log,quan,thanh_pho,gia,gia_log
Bán nhà Hậu Giang ngay Himlam (4 x 19m) 5 tầng mới đẹp sát hẻm xe hơi chỉ hơn 7 tỷ,"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",79.0,4,5,4,Đã có sổ,2026-03-30,batdongsan,4.382026634673881,Quận 6,TP.HCM,7.4,2.128231705849268
"Bán Nhà riêng tạiLa Dương, Phường Dương Nội, Quận Hà Đông, Hà Nội","La Dương, Phường Dương Nội, Quận Hà Đông, Hà Nội",55.0,2,2,5,Đã có sổ,2025-03-12,thuviennhadat,4.02535169073515,Quận Hà Đông,Hà Nội,9.9,2.388762789235098
"Bán Nhà biệt thự, liền kề theo dự ánSolasta Mansion Dương Nội tại Solasta Mansion Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội","Solasta Mansion Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",170.0,3,3,8,Đã có sổ,2025-10-14,thuviennhadat,5.14166355650266,Quận Hà Đông,Hà Nội,36.55,3.6256733782101436
"Bán Nhà riêng tạiMinh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội","Minh Khai, Phường Mai Động, Quận Hoàng Mai, Hà Nội",57.0,4,4,6,Đã có sổ,2025-02-26,thuviennhadat,4.060443010546419,Quận Hoàng Mai,Hà Nội,7.7,2.163323025660538
BÁN NHÀ PHÚ NHUẬN HXH 60M2 4 TẦNG NGANG 4M 4 PN DÂN TRÍ HUỲNH VĂN BÁNH 9.9 TỶ.,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",60.0,4,4,4,Đã có sổ,2026-03-28,batdongsan,4.110873864173311,Quận Phú Nhuận,TP.HCM,9.9,2.388762789235098
"Tô Hiến Thành p15 q10 lửng 2L st 4CHDV full nt TN30tr/th 5,3x7m, cn36,3m2 giá 6t8 TL sd135m2","Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",36.3,4,4,5,Đã có sổ,2026-03-27,batdongsan,3.6189933266497696,Quận 10,TP.HCM,6.8,2.0541237336955462
"Tân Phú ngang hiếm 5m, sát mặt tiền Trường Chinh, nhà mới 4 tầng, 61m2 chỉ loanh quanh 6Đ","Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",61.0,4,3,4,Đã có sổ,2026-03-28,batdongsan,4.127134385045092,Quận Tân Phú,TP.HCM,6.4,2.0014800002101243
Hàng hiếm - nhỉnh 1 tỷ có nhà Sài Gòn - đối diện TT Emart Phan Huy Ích,"Hẻm 362 , Phường 12, Quận Gò Vấp, Hồ Chí Minh",14.0,1,1,2,Đã có sổ,2026-03-30,batdongsan,2.70805020110221,Quận Gò Vấp,TP.HCM,1.95,1.0818051703517284
"Chỉ 5,1 Tỷ Sở Hữu Nhà Hẻm 4m Thông Nguyễn Sơn 4X14.5 CN 55M2 2 Tầng 3PN Sát MT Đường LH0936 999 ***","Đường Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, Hồ Chí Minh",55.0,3,3,2,Đã có sổ,2026-03-29,batdongsan,4.02535169073515,Quận Tân Phú,TP.HCM,5.1,1.8082887711792655
"Siêu phẩm - 5 tầng 5PN 6WC - 50m2 (5,6 x 9) A4 - Thích Quảng Đức - Chỉ 8,2 tỷ","Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Hồ Chí Minh",50.0,5,6,5,Đã có sổ,2026-03-29,batdongsan,3.9318256327243257,Quận Phú Nhuận,TP.HCM,8.2,2.2192034840549946
"BÁN GẤP NHÀ BÀ HẠT THÔNG LÝ THÁI TỔ - Q10 - 4 tầng - KHU AN NINH, HẺM SẠCH - CHỈ 6.5 TỶ. TL CHỦ.","Đường Bà Hạt, Phường 9, Quận 10, Hồ Chí Minh",33.0,3,4,5,Đã có sổ,2026-03-29,batdongsan,3.5263605246161616,Quận 10,TP.HCM,6.5,2.0149030205422647
"Ngộp giảm 500tr, bán nhà 5x17m đường rộng 10m, thang máy 450kg đường Thạnh xuân 25, Q12","1/, Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",85.0,4,6,4,Đã có sổ,2026-03-30,batdongsan,4.454347296253507,Quận 12,TP.HCM,8.9,2.2925347571405443
Chủ ngộp bank- 78M Chỉ 7.5 Tỷ - Nhà 3 Lầu cạnh Him Lam- Bình Phú- Quận 6,"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",78.0,4,5,3,Đã có sổ,2026-03-28,batdongsan,4.3694478524670215,Quận 6,TP.HCM,7.5,2.1400661634962708
"Nhà đường 30, Bình Trưng Đông chỉ 7.5 tỷ - khu hiếm nhà bán diện tích 93m2","Đường 30, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",93.0,3,3,3,Đã có sổ,2026-03-13,batdongsan,4.543294782270004,Quận 2,TP.HCM,7.5,2.1400661634962708
"Bán nhà đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12. DT 7x24m giá 8,7 tỷ TL","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",130.1,2,2,1,Đã có sổ,2026-03-28,batdongsan,4.875960390769654,Quận 12,TP.HCM,8.7,2.272125885509337
"Bán Nhà riêng tạiPhường Giảng Võ, Quận Ba Đình, Hà Nội","Phường Giảng Võ, Quận Ba Đình, Hà Nội",31.0,4,5,7,Đã có sổ,2025-07-12,thuviennhadat,3.4657359027997265,Quận Ba Đình,Hà Nội,10.5,2.4423470353692043
Q11. Hẻm xe hơi thông - nhà 5 tầng - sát mặt tiền Minh Phụng - vuông vức,"Đường Minh Phụng, Phường 9, Quận 11, Hồ Chí Minh",35.0,5,4,5,Đã có sổ,2026-03-16,batdongsan,3.58351893845611,Quận 11,TP.HCM,8.9,2.2925347571405443
"KHU VIP GIÁ CHỈ 5,98 TỶ HUỲNH VĂN BÁNH HẺM 6M TRƯỚC NHÀ (62m2 SD) - 3 TẦNG 3PN 3WC KHÔNG QH LG","Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Hồ Chí Minh",25.0,3,3,3,Đã có sổ,2026-03-26,batdongsan,3.258096538021482,Quận Phú Nhuận,TP.HCM,5.98,1.9430489167742813
"Vị trí đẹp làm phòng khám kinh doanh - Gò Dầu, đường nhựa thông 6m","Đường Gò Dầu, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",46.0,2,2,2,Đã có sổ,2026-03-30,batdongsan,3.8501476017100584,Quận Tân Phú,TP.HCM,6.8,2.0541237336955462
"Bán Nhà biệt thự, liền kề tạiTRẦN THỦ ĐỘ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội","TRẦN THỦ ĐỘ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",325.0,3,3,10,Đã có sổ,2026-03-22,thuviennhadat,5.786897381366708,Quận Hoàng Mai,Hà Nội,90.0,4.51085950651685
"Hẻm 6m, sát mặt tiền Phạm Văn Chí, Quận 6, 113m2 chỉ 9 tỷ 980","Đường Phạm Văn Chí, Phường 4, Quận 6, Hồ Chí Minh",113.0,6,3,2,Đã có sổ,2026-03-23,batdongsan,4.736198448394496,Quận 6,TP.HCM,9.98,2.3960754360813845
"Bán NR 4PN, 4WC, 100m2, giá cực chất tại Thạnh Lộc 37, Q12, TP.HCM","Đường Thạnh Lộc 37, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",100.0,4,4,3,Đã có sổ,2026-03-30,batdongsan,4.61512051684126,Quận 12,TP.HCM,5.8,1.916922612182061
"Bán Nhà riêng tạiXã Vân Canh, Huyện Hoài Đức, Hà Nội","Xã Vân Canh, Huyện Hoài Đức, Hà Nội",45.0,4,4,6,Đã có sổ,2026-02-19,thuviennhadat,3.828641396489095,Huyện Hoài Đức,Hà Nội,11.5,2.5257286443082556
"Sát công an thành phố, chỉ 5đ dọn vô ở ngay","Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh",30.0,2,2,2,Đã có sổ,2026-03-27,batdongsan,3.4339872044851463,Quận 1,TP.HCM,5.0,1.791759469228055
"Bán Nhà mặt phố tạiMã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội","Mã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",38.0,4,4,10,Đã có sổ,2025-12-19,thuviennhadat,3.6635616461296463,Quận Hoàn Kiếm,Hà Nội,37.0,3.6375861597263857
"Tân Bình 9,15tỷ HXH 3 tầng 5PN 61m2, gần Lạc Long Quân, Bàu Cát Đồng Đen Hồng Lạc, Bảy Hiền","Phường 11, Quận Tân Bình, Hồ Chí Minh",61.0,5,4,3,Đã có sổ,2026-03-30,batdongsan,4.127134385045092,Quận Tân Bình,TP.HCM,9.15,2.3174737054877963
BÌNH THÀNH 5x16 HXH 6M THÔNG 5.45 TỶ TL,"Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",80.0,3,2,1,Đã có sổ,2026-03-24,batdongsan,4.394449154672439,Quận Bình Tân,TP.HCM,5.45,1.864080130807681
"Hot 5.1 tỷ, nhà MT xe hơi, 3 tầng - 103m2, thông Lưu Hữu Phước Quận 8, giá tốt","Phố Mai Hắc Đế, Phường 15, Quận 8, Hồ Chí Minh",103.0,4,4,3,Đã có sổ,2026-03-19,batdongsan,4.6443908991413725,Quận 8,TP.HCM,5.1,1.8082887711792655
"Bán nhà HXH 150 Nguyễn Trãi, Bến Thành Q1 4.3x22m, nhà 4 tầng giá 25.5 tỷ TL","Hẻm 150., Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh",92.0,5,6,4,Đã có sổ,2026-03-25,batdongsan,4.532599493153256,Quận 1,TP.HCM,25.5,3.2771447329921766
Bán nhà 4 tầng mặt tiền hẻm 4m tiện ở và kinh doanh buôn bán,"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",77.0,4,4,4,Đã có sổ,2026-03-17,batdongsan,4.356708826689592,Quận 4,TP.HCM,6.2,1.9740810260220096
"Tôn Thất Hiệp P13 Q11 hẻm 3m chỉ 10m ra hẻm 4m, H. Tây giá 4tỷ180 TL. Alo0786 555 ***Hiệp Land","Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh",27.2,2,2,2,Đã có sổ,2026-03-23,batdongsan,3.339321977944068,Quận 11,TP.HCM,4.18,1.6448050562713916
"Rẻ nhất thị trường nhà gần chợ Bình Thành, Bình Tân 107.7m2, giá 6.25 tỷ","1/, Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",107.7,5,2,2,Đã có sổ,2026-03-30,batdongsan,4.688591794127164,Quận Bình Tân,TP.HCM,6.25,1.9810014688665833
"Nhà mới, full nội thất! Hẻm xe tải Đoàn Thị Điểm, PN. DT: 5,5x10m-SD 180m2 5 tầng nhỉnh 12 tỷ 5 TL","Đường Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, Hồ Chí Minh",55.0,4,5,5,Đã có sổ,2026-03-25,batdongsan,4.02535169073515,Quận Phú Nhuận,TP.HCM,12.5,2.6026896854443837
"Nhà ở ngay HXH đường Lê Văn Thịnh, Bình Trưng Đông, Quận 2. DT 69m2 (4.1m x 16.2m) - 6 tỷ","Đường Lê Văn Thịnh, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",67.0,3,2,2,Đã có sổ,2026-03-22,batdongsan,4.219507705176107,Quận 2,TP.HCM,6.0,1.9459101490553132
"Bán nhà mặt tiền đường Trung Mỹ Tây 1 - Nguyễn Ảnh Thủ, Q12, 150m2, ngang 6m, 3 tầng, hơn 9 tỷ","Đường Trung Mỹ Tây 1, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",150.0,3,3,3,Đã có sổ,2026-03-28,batdongsan,5.017279836814924,Quận 12,TP.HCM,9.5,2.3513752571634776
Nhà HXH thông kinh doanh tốt | Phan Huy Ích Gò Vấp,"256/, Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",45.6,3,3,3,Đã có sổ,2026-03-26,batdongsan,3.8416005411316,Quận Gò Vấp,TP.HCM,6.5,2.0149030205422647
"Nhà mới, ko LG QH - Cách Mạng Tháng 8 - 7x3m (18m2) - 2.75 tỷ","Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",18.0,2,2,2,Đã có sổ,2026-03-29,batdongsan,2.9444389791664403,Quận 10,TP.HCM,2.75,1.3217558399823195
"Bán Nhà riêng tạiQuốc Lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội","Quốc Lộ 32, Thị trấn Trạm Trôi, Huyện Hoài Đức, Hà Nội",43.0,3,3,4,Đã có sổ,2025-08-07,thuviennhadat,3.784189633918261,Huyện Hoài Đức,Hà Nội,7.3,2.1162555148025524
Bán nhà 5 tầng Hương Lộ 2 hẻm xe hơi thông Lê Văn Quới,"Đường Hương lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",64.0,4,6,5,Đã có sổ,2026-03-31,batdongsan,4.174387269895637,Quận Bình Tân,TP.HCM,8.8,2.2823823856765264
"Gần Đầm Sen, nhà hẻm 1/ Lạc Long Quân Quận 11, 49m2, 2 tầng, hẻm 10m thông, giá 6.x tỷ TL","Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",49.0,2,2,2,Đã có sổ,2026-03-28,batdongsan,3.912023005428146,Quận 11,TP.HCM,6.5,2.0149030205422647
"Bán gấp nhà HXH Cộng Hòa phường 13 Tân Bình, ngay nhà ga T3 100m2, 4 tầng, giá 13 tỷ","Đường Cộng Hòa, Phường 13, Quận Tân Bình, Hồ Chí Minh",100.0,4,5,4,Đã có sổ,2026-03-29,batdongsan,4.61512051684126,Quận Tân Bình,TP.HCM,13.0,2.6390573296152584
Bán nhà quận 11 đường Tôn Thất Hiệp giá giảm còn 14 tỷ,"Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh",69.0,3,2,2,Đã có sổ,2026-03-31,batdongsan,4.248495242049359,Quận 11,TP.HCM,14.0,2.70805020110221
"Bán Nhà riêng tạiXã Tứ Hiệp, Huyện Thanh Trì, Hà Nội","Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",34.0,4,4,6,Đã có sổ,2025-06-15,thuviennhadat,3.5553480614894135,Huyện Thanh Trì,Hà Nội,7.5,2.1400661634962708
"Bán Nhà riêng tạiĐền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","Đền Lừ, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",35.5,3,3,5,Đã có sổ,2025-08-23,thuviennhadat,3.597312260588446,Quận Hoàng Mai,Hà Nội,7.2,2.1041341542702074
HXH 7M MẶT TIỀN GẦN 4M CHỈ NHỈNH 6 Tỷ,"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",27.0,2,2,2,Đã có sổ,2026-03-26,batdongsan,3.332204510175204,Quận 10,TP.HCM,6.5,2.0149030205422647
Tiêu đề: Giảm gấp 200tr - Căn hộ dịch vụ mini khu sân bay - Chỉ 8.999 tỷ (Giá cũ 9.2 tỷ),"11/.., Đường Tiền Giang, Phường 2, Quận Tân Bình, Hồ Chí Minh",66.0,2,2,2,Đã có sổ,2026-03-29,batdongsan,4.204692619390966,Quận Tân Bình,TP.HCM,9.0,2.302585092994046
NHÀ 3 TẦNG MỚI ĐẸP HIỆN ĐẠI NGAY CẦU NGUYỄN TRI PHƯƠNG P. CHÁNH HƯNG,"Đường Chánh Hưng, Phường 9, Quận 8, Hồ Chí Minh",34.3,3,3,3,Đã có sổ,2026-03-25,batdongsan,3.563882963939251,Quận 8,TP.HCM,5.75,1.9095425048844386
"Bán Nhà riêng tạiTrung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",50.0,6,5,5,Đã có sổ,2026-03-26,thuviennhadat,3.9318256327243257,Quận Cầu Giấy,Hà Nội,29.0,3.4011973816621555
"Nhà đẹp 1 trệt 2 lầu 57m2 đất hẻm sát Bưng Ông Thoàn, Phú Hữu, TP Thủ Đức giá 6,9 tỷ LH0974 244 ***","Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Hồ Chí Minh",57.0,3,3,3,Đã có sổ,2026-03-29,batdongsan,4.060443010546419,Quận 9,TP.HCM,6.9,2.066862759472976
"Bán Nhà riêng tạiPhường Láng Hạ, Quận Đống Đa, Hà Nội","Phường Láng Hạ, Quận Đống Đa, Hà Nội",125.0,6,5,10,Giấy tờ không xác định,2025-04-10,thuviennhadat,4.836281906951478,Quận Đống Đa,Hà Nội,55.0,4.02535169073515
"Bán Nhà riêng tạiĐường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",24.0,4,4,7,Đã có sổ,2025-11-13,thuviennhadat,3.2188758248682006,Quận Thanh Xuân,Hà Nội,4.95,1.7833912195575383
"Bán Nhà riêng tạiLáng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",51.0,4,4,7,Đã có sổ,2026-03-16,thuviennhadat,3.9512437185814275,Quận Đống Đa,Hà Nội,21.8,3.126760535960395
"Bán Nhà riêng tạiLệnh Cư, Phường Thổ Quan, Quận Đống Đa, Hà Nội","Lệnh Cư, Phường Thổ Quan, Quận Đống Đa, Hà Nội",35.0,5,3,4,Đã có sổ,2025-09-27,thuviennhadat,3.58351893845611,Quận Đống Đa,Hà Nội,8.6,2.2617630984737906
Bán nhà riêng 85m2 chính chủ có sổ Tập Đoàn 6B,"64/2/5, Đường Tập Đoàn 6B, Phường Tân Tạo A, Quận Bình Tân, Hồ Chí Minh",85.0,3,2,1,Đã có sổ,2026-03-27,batdongsan,4.454347296253507,Quận Bình Tân,TP.HCM,5.3,1.840549633397487
"Kỹ sư tự xây dựng bán nhà 6 Tầng ST - Hẻm 6M - 63m2(4x15), 4PN6VS, Tặng NT Nhập Khẩu, Chỉ 9T hơn","Đường Lê Quang Định, Phường 1, Quận Gò Vấp, Hồ Chí Minh",63.0,4,6,6,Đã có sổ,2026-03-24,batdongsan,4.1588830833596715,Quận Gò Vấp,TP.HCM,9.55,2.3561258599220753
"Bán Nhà riêng tạiTô hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội","Tô hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",50.0,5,4,7,Đã có sổ,2026-03-13,thuviennhadat,3.9318256327243257,Quận Hà Đông,Hà Nội,15.0,2.772588722239781
"Bán Nhà mặt phố tạiChùa Quỳnh, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","Chùa Quỳnh, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",110.0,9,9,8,Đã có sổ,2025-12-22,thuviennhadat,4.709530201312334,Quận Hai Bà Trưng,Hà Nội,43.0,3.784189633918261
"Bán Nhà riêng tạiđoàn Thị điểm, Phường Hàng Bột, Quận Đống Đa, Hà Nội","đoàn Thị điểm, Phường Hàng Bột, Quận Đống Đa, Hà Nội",30.0,3,2,5,Đã có sổ,2025-05-03,thuviennhadat,3.4339872044851463,Quận Đống Đa,Hà Nội,5.5,1.8718021769015913
Bán nhà mặt tiền hẻm 8m. 4 tầng. Đường Lạc Long Quân. Quận 11,"Đường Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",57.0,6,6,4,Đã có sổ,2026-03-18,batdongsan,4.060443010546419,Quận 11,TP.HCM,8.6,2.2617630984737906
Q11 hẻm xe hơi - 39.9M2 - 5 tầng BTCT - nhà đẹp - Lê Thị Bạch Cát - Tôn Thất Hiệp,"Đường Lê Thị Bạch Cát, Phường 11, Quận 11, Hồ Chí Minh",39.9,6,5,5,Đã có sổ,2026-03-16,batdongsan,3.711130063048756,Quận 11,TP.HCM,9.5,2.3513752571634776
KHU VIP TÔ HIỆU HẺM NHỰA 8M  2 MẶT TIỀN  80M NGANG 5  CHỈ 8TỶ TL,"Đường Nguyễn Văn Yến, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",80.0,2,1,1,Đã có sổ,2026-03-30,batdongsan,4.394449154672439,Quận Tân Phú,TP.HCM,8.0,2.1972245773362196
"Bán nhà riêng tại đường Phú Định, Phường 16, Quận 8, 6,2 tỷ, 60 m2","Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",60.0,4,4,3,Đã có sổ,2026-03-27,batdongsan,4.110873864173311,Quận 8,TP.HCM,6.2,1.9740810260220096
"Bán Nhà riêng tạiNguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội","Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",63.0,4,3,6,Đã có sổ,2026-10-01,thuviennhadat,4.1588830833596715,Quận Đống Đa,Hà Nội,14.9,2.766319109226186
Lạc Long Quân - Quận 11 - hẻm xe tải thông - 4 tầng - 8 x 16m - giá 16.8 tỷ TL,"Đường Lạc Long Quân, Phường 10, Quận 11, Hồ Chí Minh",110.6,4,4,4,Đã có sổ,2026-03-12,batdongsan,4.71492104994721,Quận 11,TP.HCM,16.8,2.8791984572980396
"Bán gấp nhà riêng 2PN, 2WC tại Thành Thái, 11 tỷ, 38m2","Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",38.0,2,2,5,Đã có sổ,2026-03-29,batdongsan,3.6635616461296463,Quận 10,TP.HCM,10.6,2.451005098112319
HẺM 6M Ô TÔ TỚI CỬA - GIÁP TÂN PHÚ - NGÃ TƯ BỐN XÃ - CHỈ 4.35 TỶ,"40/..., Đường 14A, Phường Bình Hưng Hòa, Quận Bình Tân, Hồ Chí Minh",36.0,2,2,2,Đã có sổ,2026-03-29,batdongsan,3.6109179126442243,Quận Bình Tân,TP.HCM,4.35,1.6770965609079151
"Bán nhà Tân Phú, Gần Trường Đại Học Công Thương, Hẻm Xe Hơi, 60m2, 4 tầng, Giá nhỉnh 6 tỷ.","Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",60.0,4,4,4,Đã có sổ,2026-03-28,batdongsan,4.110873864173311,Quận Tân Phú,TP.HCM,6.5,2.0149030205422647
"Ngay Lê Đại Hành, Q11 - HXH - DT 5m x 12m - giá 6.8 tỷ","Đường Tôn Thất Hiệp, Phường 13, Quận 11, Hồ Chí Minh",60.0,2,2,2,Đã có sổ,2026-03-21,batdongsan,4.110873864173311,Quận 11,TP.HCM,6.8,2.0541237336955462
NHÀ MỚI 2 MẶT TIỀN HẺM NGUYỄN THỊ THẬP P.TÂN HƯNG QUẬN 7,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, Hồ Chí Minh",48.0,4,3,3,Đã có sổ,2026-03-29,batdongsan,3.8918202981106265,Quận 7,TP.HCM,6.9,2.066862759472976
Bán nhà Nguyễn Đình Chiểu Quận 3 - Nở hậu 5m - 4 tầng + Sân thượng - Gần Chợ Vườn Chuối - SHR,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",33.0,3,4,4,Đã có sổ,2026-03-27,batdongsan,3.5263605246161616,Quận 3,TP.HCM,8.68,2.2700619012884857
"Bán nhà DTSD 150m2 3PN đường Bến Vân Đồn, Quận 4 chỉ hơn 7 tỷ","Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",40.0,3,4,4,Đã có sổ,2026-03-27,batdongsan,3.713572066704308,Quận 4,TP.HCM,7.5,2.1400661634962708
Nhà quận 6 Hậu Giang cách mặt tiền 30m khu kinh doanh sầm uất chỉ 4.8 tỷ,"Phường 12, Quận 6, Hồ Chí Minh",33.0,2,2,2,Đã có sổ,2026-03-26,batdongsan,3.5263605246161616,Quận 6,TP.HCM,4.8,1.7578579175523736
"Bán Nhà biệt thự, liền kề tạiđại tự, Xã Kim Chung, Huyện Hoài Đức, Hà Nội","đại tự, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",105.0,5,3,3,Đã có sổ,2025-01-12,thuviennhadat,4.663439094112067,Huyện Hoài Đức,Hà Nội,14.8,2.760009940032921
Nhà 5 tầng 4PN ngay Khu cư xá Đô Thành - hẻm xe hơi Nguyễn Đình Chiểu. Chỉ 6 tỷ 990,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",27.9,4,4,5,Đã có sổ,2026-03-29,batdongsan,3.3638415951183864,Quận 3,TP.HCM,6.99,2.0781907597781832
"Bán Nhà riêng tạiPhường Bồ Đề, Quận Long Biên, Hà Nội","Phường Bồ Đề, Quận Long Biên, Hà Nội",38.0,3,3,6,Đã có sổ,2025-05-15,thuviennhadat,3.6635616461296463,Quận Long Biên,Hà Nội,7.8,2.174751721484161
"Hiếm! Nhà căn góc Trần Phú, Quận 5 - Ngang 5,1m, sát mặt tiền, 7PN, dòng tiền 400tr/năm, 9,29 tỷ","Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",43.7,7,8,4,Đã có sổ,2026-03-27,batdongsan,3.7999735016195233,Quận 5,TP.HCM,9.29,2.331172549845958
"Bán căn biệt thự hẻm xe hơi đường Cống Quỳnh, Quận 1: DT 332m2(11x30m), 3 tầng full NT có Gara oto","Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",332.0,6,6,3,Đã có sổ,2026-03-26,batdongsan,5.808142489980444,Quận 1,TP.HCM,62.0,4.143134726391533
"BÁN NHÀ HẺM XE HƠI 6M, SỐ 131 THÀNH THÁI QUẬN 10, DT: 5X9.3M, GỒM 3 TẦNG, GIÁ CHỈ: 9.9 TỶ","Đường Thành Thái, Phường 12, Quận 10, Hồ Chí Minh",45.0,3,3,2,Đã có sổ,2026-03-27,batdongsan,3.828641396489095,Quận 10,TP.HCM,10.0,2.3978952727983707
"Bán nhà quận 7, ngay chợ Lý Phục Man, DT: 50m2 ngang 6m giá chỉ 4.25tỷ còn bớt","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, Hồ Chí Minh",50.0,3,2,2,Đã có sổ,2026-03-28,batdongsan,3.9318256327243257,Quận 7,TP.HCM,4.25,1.6582280766035324
"5tỷ490 - Ngang 4,5*14m - 7 chỗ vào nhà - Ngã 4 Nguyễn Thị Thập, Q. 7","Đường Nguyễn Thị Thập, Phường Phú Thuận, Quận 7, Hồ Chí Minh",54.0,2,2,2,Đã có sổ,2026-03-29,batdongsan,4.007333185232471,Quận 7,TP.HCM,5.49,1.8702625307159986
NHÀ ĐẸP Q10 SÁT MT TRƯỜNG SƠN NGAY CV LÊ THỊ RIÊNG 5 TẦNG SẴN DÒNG TIỀN ~200TR/NĂM,"Đường Trường Sơn, Phường 15, Quận 10, Hồ Chí Minh",33.0,3,4,5,Đã có sổ,2026-03-26,batdongsan,3.5263605246161616,Quận 10,TP.HCM,7.8,2.174751721484161
"Bán nhà 5 tầng mới 49m2, đường Hoàng Diệu, Phú Nhuận giá 8,2 tỷ","Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, Hồ Chí Minh",49.0,5,3,5,Đã có sổ,2026-03-25,batdongsan,3.912023005428146,Quận Phú Nhuận,TP.HCM,8.2,2.2192034840549946
