tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang,source_site
"Căn hộ dịch vụ HÀN HẢI NGUYÊN , 2 mặt hẻm thông , hẻm 4m khu dân trí , tiện ích bao quanh .",8.9,"Đường Hàn Hải Nguyên, Phường 10, Quận 11, Hồ Chí Minh",61.0,7,7,3,Sổ hồng,2026-03-25,batdongsan
QUẬN 8 | BÁN NHÀ SÁT CẦU CHỮ Y | DT 55M2 | 4T BTCT | SÂN THƯỢNG | GIÁ GẦN 6 TỶ TL,5.9,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, Hồ Chí Minh",54.0,4,4,4,Sổ hồng,2026-03-28,batdongsan
"Nhà đẹp, hẻm ba gác 2 lầu, DT 16m2 ngay trung tâm Q1, giá chỉ 2tỷ5",2.58,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",16.0,2,2,2,Sổ hồng,2026-03-23,batdongsan
Dân đầutư hoặc ở xem căn này xong chỉ muốn chốt 2Tỷ250tr bán nhà đường Lê Lợi- phường 3-Gò Vấp. SHR,2.25,"Đường Lê Lợi, Phường 3, Quận Gò Vấp, Hồ Chí Minh",45.0,3,4,2,Sổ hồng,2026-03-29,batdongsan
"Hoàng Diệu Q4 - Hẻm 3m - 53.2m2 ngang 5,45m - 2 tầng đúc - không QH - 5.89 tỷ",5.89,"Đường Hoàng Diệu, Phường 4, Quận 4, Hồ Chí Minh",53.2,3,2,2,Sổ hồng,2026-03-30,batdongsan
Giá rẻ - 51m2 (5.3x11.6m) - 4.68tỷ - phù hợp ở gia đình đông người - hoàn công đủ,4.68,"Đường Hưng Phú, Phường 8, Quận 8, Hồ Chí Minh",51.0,4,3,3,Sổ hồng,2026-03-19,batdongsan
Xe hơi thông - Nguyễn Thái Sơn - 2 tầng 2 mặt hẻm thông thoáng ngày đêm - 69.7m2 mới đẹp - 7.9 tỷ,7.9,"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Hồ Chí Minh",69.7,2,3,2,Sổ hồng,2026-03-23,batdongsan
Bán nhà hẻm xe hơi Nguyễn Văn Quá quận 12 - 4m x 15m - full nội thất - 5 tỷ 350,5.35,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",60.0,3,3,2,Sổ hồng,2026-03-30,batdongsan
"Gần sát Đầm Sen! DT: (4x17)m. Nhà 2 tấm hẻm 4m Lạc Long Quân P.3. Giá: 6,5 tỷ (TL)",6.5,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",67.0,3,3,2,Sổ hồng,2026-03-23,batdongsan
SIÊU PHẨM NHÀ MỚI 4 TẦNG HẺM 5M HUỲNH THIỆN LỘC 4X13M2 SỔ VUÔNG A4 GIÁ CHỈ 5.99 TỶ LH0936 999 ***,5.99,"Đường Huỳnh Thiện Lộc, Phường Phú Trung, Quận Tân Phú, Hồ Chí Minh",52.0,4,4,4,Sổ hồng,2026-03-18,batdongsan
"Bán nhà căn góc 2 mặt hẻm Bùi Viện Quận 1 - 3 tầng, phù hợp đầu tư cho thuê ngay - Giá 8,5 tỷ",8.5,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",25.2,2,3,3,Sổ hồng,2026-03-25,batdongsan
"MÌNH BÁN NHÀ ĐẸP, GIÁ RẺ, SÁT LÝ THƯỜNG KIỆT, Q.TÂN BÌNH, CHỈ 7.9 TỶ ALO NHÂN0966 481 ***",7.9,"Phố Lý Thường Kiệt, Phường 6, Quận Tân Bình, Hồ Chí Minh",76.0,3,3,3,Sổ hồng,2026-03-21,batdongsan
BÁN NHÀ LÝ THƯỜNG KIỆT- DT:(5 x 13.5M2) - GẦN ĐẠI HỌC BÁCH KHOA THÀNH PHỐ GIÁ 7.9 TỶ.,7.9,"Phố Lý Thường Kiệt, Phường 8, Quận Tân Bình, Hồ Chí Minh",67.0,5,4,4,Sổ hồng,2026-03-29,batdongsan
Khánh Hội Q4 - nhà đẹp 3 tầng 3PN - xe hơi ngủ trong nhà - DT 5mx14m - 71m2 - gần cầu Ông Lãnh,9.2,"Đường 41, Phường 6, Quận 4, Hồ Chí Minh",71.0,3,4,3,Sổ hồng,2026-03-22,batdongsan
"Bán nhà Tân Phú, Gần Trường Đại Học Công Thương, Hẻm Xe Hơi, 60m2, 4 tầng, Giá nhỉnh 6 tỷ.",6.5,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",60.0,4,4,4,Sổ hồng,2026-03-28,batdongsan
"Bán nhà 64m2 Trần Huy Liệu - trung tâm Phú Nhuận. Xây 1 trệt 2 lầu, hẻm 5m hơn. Giá chỉ 3 tỷ 400",3.4,"Đường Trần Huy Liệu, Phường 15, Quận Phú Nhuận, Hồ Chí Minh",64.0,4,3,3,Sổ hồng,2026-03-30,batdongsan
BÁN GẤP NHÀ PHỐ ĐƯỜNG SỐ 51  P14 GÒ VẤP | GARA Ô TÔ | 4 TẦNG | CHỈ 7.35 TỶ TL,7.35,"Đường 51, Phường 14, Quận Gò Vấp, Hồ Chí Minh",48.0,3,3,3,Sổ hồng,2026-03-31,batdongsan
"NHÀ TÔ HIỆU HẺM XE HƠI 5M SÁT PHỐ ẨM THỰC 52M2 CHỈ 6x.TỶ Vị trí: Lý Thánh Tông, P. Hiệp",6.2,"Chung cư cao tầng Hiệp Tân, Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Hồ Chí Minh",52.0,3,3,3,Sổ hồng,2026-03-29,batdongsan
"Nhà bán đường Lê Thánh Tôn, Phường Bến Thành . Quận 1 - Hồ Chí Minh.",28.7,"Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, Hồ Chí Minh",55.0,9,5,5,Sổ hồng,2026-03-24,batdongsan
"Nhà Xe Hơi Đỗ Cửa Quận 6, Tân Hoà Đông, Hẻm 6m, 3 Tầng, 4x10m, Nhỉnh 6 Tỷ",6.29,"Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",40.0,4,3,3,Sổ hồng,2026-03-17,batdongsan
"Tòa nhà văn phòng 6 tầng đường CMT8-Cư Xá Bắc Hải khu nội bộ (5.2x19m) TDTSD: 433m2, giá: 23.5 tỷ",23.5,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3, Hồ Chí Minh",93.0,13,11,6,Sổ hồng,2026-03-20,batdongsan
Hot - nhà hẻm nhựa 8m thông Dương Quảng Hàm P6 DT 4x20m 1 tr 2 lầu ko lộ giới vuông vức - 9Ty,9.0,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Hồ Chí Minh",80.0,3,3,3,Sổ hồng,2026-03-30,batdongsan
"Hàng hiếm - Dương Quảng Hàm - hẻm kinh doanh xe tải thông - 54m2 - 8,5 tỷ",8.5,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Hồ Chí Minh",54.0,3,4,3,Sổ hồng,2026-03-28,batdongsan
"Cách 15m ra mặt tiền bờ kè Hoàng Sa - hẻm trước nhà 4m - căn góc 38,1m². Chỉ 6,68 tỷ",6.68,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",38.1,2,3,3,Sổ hồng,2026-03-24,batdongsan
"Hẻm 3,5m khu Phan Xích Long - nhà 3 tầng BTCT HC đủ - ngang 6,65m. Chỉ 5,65 tỷ",5.65,"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Hồ Chí Minh",27.4,3,2,3,Sổ hồng,2026-03-27,batdongsan
"Nhà đẹp 3 tầng (4,5mx12m). Căn góc hẻm 3m, 25m ra MT Đường Huỳnh Tấn Phát. Full nội thất, 4p đến Q4",5.65,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",54.0,3,3,3,Sổ hồng,2026-03-28,batdongsan
"Mặt tiền đường nhựa 8m Nguyễn Văn Luông Quận 6,DT: 4.26mX13.2m. 4 tầng kiên cố. Chủ thiện chí bán.",8.2,"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",54.0,5,4,4,Sổ hồng,2026-03-30,batdongsan
"Bán gấp nhà riêng tại Lý Chiêu Hoàng, 13,9 tỷ, 80m2, 4PN, 3WC, hướng Tây",13.9,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Hồ Chí Minh",80.0,4,3,3,Sổ hồng,2026-03-17,batdongsan
"Bán gấp nhà HXH Nguyễn Đình Chiểu, P4, Q3, DT 4x10m, NH 4,5m, 1 lầu, giá cực tốt 7,9 tỷ còn TL",7.9,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, Hồ Chí Minh",42.2,2,2,1,Sổ hồng,2026-03-21,batdongsan
HOA HẬU QUANG TRUNG - 4 TẦNG - HXH THÔNG - FULL NỘI THẤT - NGANG 5 - SỔ VUÔNG A4- NHỈNH 6 TỶ,6.6,"Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",34.0,3,4,4,Sổ hồng,2026-03-29,batdongsan
"Nhà đồng bộ khu Dân Cư Phú Lợi, phường Bình Đông Q8, đường 12m, 4 tầng, 5x22m, giá chỉ 9,9 tỷ TL",9.9,"Khu dân cư Phú Lợi, Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",110.0,4,3,4,Sổ hồng,2026-03-25,batdongsan
"Hot! HXH 4 lầu mới ở liền, 102 Lê Văn Thọ, CV Làng Hoa CN 76.7m2=4mx16m NH 5,7m, giảm còn 8,8 tỷ",8.8,"102 , Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, Hồ Chí Minh",76.7,4,5,5,Sổ hồng,2026-03-28,batdongsan
"BÁN NHÀ NI SƯ HUỲNH LIÊN  P.10 TÂN BÌNH  HXH 5M  28m2  4,35T TL",4.35,"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Hồ Chí Minh",28.0,2,1,2,Sổ hồng,2026-03-29,batdongsan
B.ÁN NHÀ ĐẸP 4 TẦNG - NỘI THẤT SANG XỊN - XE HƠI CÓ THỂ ĐẾN CỬA - HẺM TRƯỚC NHÀ 5M - Ông Ích Khi,7.5,"Đường Ông Ích Khiêm, Phường 14, Quận 11, Hồ Chí Minh",40.0,2,3,1,Sổ hồng,2026-03-30,batdongsan
KHU VIP TÔ HIỆU HẺM NHỰA 8M  2 MẶT TIỀN  80M NGANG 5  CHỈ 8TỶ TL,8.0,"Đường Nguyễn Văn Yến, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",80.0,2,1,1,Sổ hồng,2026-03-30,batdongsan
"TÔ HIỆU - LÔ GÓC 2 MT ĐẸP - KO LỘ GIỚI - NHÀ MỚI 4 TẦNG NGANG 6,8M X 11M - HOÀN CÔNG - HƠN 8 TỶ TL",8.7,"Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh",70.0,5,3,4,Sổ hồng,2026-03-30,batdongsan
"CẦN BÁN GẤP VỀ QUÊ CHỦ TÔI BÁN KHU VIP Q5, 66M2/3TỶ300TRIỆU, TRẦN BÌNH TRỌNG. SHR ĐẦY ĐỦ, THUÊ 19TR",3.3,"Đường Trần Bình Trọng, Phường 5, Quận 5, Hồ Chí Minh",66.0,3,4,2,Sổ hồng,2026-03-28,batdongsan
NHÀ ĐẸP ĐÓN TẾT-P11 TÂN BÌNH-5 TẦNG -CÓ THANG MÁY-128M-GIÁ20TỶ,20.0,"Đường Phan Sào Nam, Phường 11, Quận Tân Bình, Hồ Chí Minh",128.0,5,7,5,Sổ hồng,2026-03-30,batdongsan
"Bán NR đẹp xuất sắc tại Trần Thánh Tông, 3,85 tỷ, 19,39m2, 2PN, 2WC",3.85,"Đường Trần Thánh Tông, Phường 15, Quận Tân Bình, Hồ Chí Minh",19.39,2,2,2,Sổ hồng,2026-03-30,batdongsan
BÁN NHÀ HẺM 170 BẾN VÂN ĐỒN 5 PHÒNG NGỦ QUẬN 4,6.8,"Đường Bến Vân Đồn, Phường 6, Quận 4, Hồ Chí Minh",31.0,5,4,5,Sổ hồng,2026-03-21,batdongsan
"GIẢM SỐC CÒN 6.1 TỶ NHÀ 4 TẦNG HÀ HUY GIÁP, SÁT GÒ VẤP",6.1,"Đường Hà Huy Giáp, Phường Thới An, Quận 12, Hồ Chí Minh",69.0,5,6,4,Sổ hồng,2026-03-29,batdongsan
Bán nhà hẻm Sơn Kỳ - Tân Phú. DT 6x20 - Nở hậu 15m - DTCN 179m2 đất - giá cực rẻ chỉ nhỉnh 60Tr/m2,11.0,"Đường Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",179.0,1,1,2,Sổ hồng,2026-03-26,batdongsan
"Bán tòa nhà CHDV Phan Huy Ích 7x32m, 52 phòng cho thuê 185tr/tháng chỉ 33,9 tỷ",33.9,"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Hồ Chí Minh",182.6,52,52,7,Sổ hồng,2026-03-30,batdongsan
"Hot, Bán gấp Nhà riêng Gò Dầu, Tân Phú, 64m2, 6 tầng đúc BTCT mới đẹp, hẻm xe hơi 5m, chỉ nhỉnh 7tỷ",8.0,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",64.0,6,4,6,Sổ hồng,2026-03-18,batdongsan
Thành Thái Quận 10 DT 60m2 nhà nát tiện xây mới chủ gấp bán giảm từ 10 tỷ còn 8tỷ5 còn TL,8.5,"Hẻm 3, Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",58.3,1,1,1,Sổ hồng,2026-03-25,batdongsan
"Bán nhà 4 tầng đường Hậu Giang,hẻm 5m thông ra Kinh Dương Vương.",13.0,"Đường Hậu Giang, Phường 12, Quận 6, Hồ Chí Minh",123.0,7,4,4,Sổ hồng,2026-03-19,batdongsan
"Quận 10 bán nhà Đồng Nai HXT lô góc thoáng, ngang 5.2m giá 12,5 tỷ",12.5,"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",52.0,2,2,3,Sổ hồng,2026-03-25,batdongsan
"Nhà hẻm xe hơi ngay Vạn Hạnh Mall, Quận 10, DT: 4x12m, 4 tầng",11.5,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",43.0,3,3,3,Sổ hồng,2026-03-16,batdongsan
"Mua bán nhà quận 4, 5 tầng hoàn công, dân cư hiện hữu, hẻm 4m, sát MT Đoàn Văn Bơ !",4.99,"Đường Đoàn Văn Bơ, Phường 9, Quận 4, Hồ Chí Minh",20.0,3,3,5,Sổ hồng,2026-03-19,batdongsan
"CHDV 6 TẦNG QUANG TRUNG P11, 6X22, HXH THÔNG, THU 100TR THÁNG, NHỈNH 15 TỶ",15.0,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Hồ Chí Minh",130.0,12,6,13,Sổ hồng,2026-03-24,batdongsan
"Bán nhà Cư Xá Phú Thọ Hòa, đường Lạc Long Quân, quận 11. 5mx12m, 1 lầu giá 6,5 tỷ",6.5,"Đường Cư xá Phú Thọ Hòa, Phường 5, Quận 11, Hồ Chí Minh",50.9,3,2,2,Sổ hồng,2026-03-25,batdongsan
"Hoàng Sa Q1 - 27m2- 1 trệt 2 lầu - ngang 3,5m dài 7,4m nở hậu. Nhà mới ở ngay",6.0,"Phường Tân Định, Quận 1, Hồ Chí Minh",27.0,2,3,3,Sổ hồng,2026-03-21,batdongsan
"2.75tỷ có ngay nhà mới 2 tầng ngay CMT8 - Tô Hiến Thành Q.10 giáp Q.3, Hẻm xe hơi thông cách 1 căn",2.75,"Đường Cách Mạng Tháng Tám, Phường 15, Quận 10, Hồ Chí Minh",18.0,2,2,2,Sổ hồng,2026-03-28,batdongsan
KHU VIP LÊ VĂN QUỚI - 56M2 x 3 TẦNG - HẺM 7M XE HƠI TRÁNH - GIÁP TÂN PHÚ,5.8,"Đường Liên Khu 1-6, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh",56.0,3,3,3,Sổ hồng,2026-03-24,batdongsan
Bán khách sạn HXH Nguyễn Thái Bình khu K300 quận Tân Bình,45.0,"Đường Nguyễn Thái Bình, Phường 11, Quận Tân Bình, Hồ Chí Minh",166.3,30,30,6,Sổ hồng,2026-03-20,batdongsan
"Bán nhà 1 lầu BTCT BHHA Bình Tân sát Lê Văn Quới, gần ngã tư 4 Xã, 4x10m, 2PN, chỉ 4.35 tỷ",4.35,"Đường Số 8, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",40.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
"Ngộp ngân hàng mặt tiền chợ 2 tầng, dòng tiền 20/tháng dt 100m2, đường Tăng Nhơn Phú, chỉ 10,99tỷ",10.99,"Đường 147, Phường Phước Long B, Quận 9, Hồ Chí Minh",100.0,2,2,2,Sổ hồng,2026-03-20,batdongsan
NHÀ 80M NGANG HIẾM 5M HXH 7 CHỖ QUAY ĐẦU Q12,5.8,"Đường Tân Chánh Hiệp, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",80.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
"Bán nhà lô góc 2 mặt tiền đường Tây Lân, 127m2, ngang khủng 9m, hẻm xe tăng thông, 9,5 tỷ TL",9.5,"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Hồ Chí Minh",127.0,2,2,2,Sổ hồng,2026-03-29,batdongsan
"Bán nhà quận 7 đẹp xuất sắc tại 1041 Trần Xuân Soạn, 3,5 tỷ, 40m2 kế bên himlam,gần lotte mart",3.5,"Hẻm 1041 , Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",40.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
NHÀ ĐÚC BTCT 4 TẦNG - HXH BÌNH TRƯNG Q2 - 95M - DÒNG TIỀN 35TR/THÁNG - CHỈ 11.7 TỶ,11.7,"Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",95.0,8,4,4,Sổ hồng,2026-03-18,batdongsan
"Bán nhà 80m2 đúc 4 tấm đường Lê Văn Quới, hẻm 8m xe hơi, giá 6 tỷ còn TL, khu dân cư",6.0,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh",80.0,3,2,3,Sổ hồng,2026-03-29,batdongsan
"Hẻm xe hơi 7 chổ Hồng Bàng, Quận 6, 318m2, 6 tầng thang máy",28.0,"Đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh",318.0,6,8,6,Sổ hồng,2026-03-23,batdongsan
"Nhà 4 lầu HXH sát mặt tiền Bùi Quang Là, P.12, Gò Vấp chỉ hơn 7 tỷ",7.79,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Hồ Chí Minh",48.0,4,5,5,Sổ hồng,2026-03-29,batdongsan
"Nhà phố hiện đại - thang máy - Khu dân cư đồng bộ an ninh - Cách Phú Mỹ Hưng 300m - Giá 17,5 tỷ",17.5,"Đường D4, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",90.0,4,5,4,Sổ hồng,2026-03-29,batdongsan
"(8,69 Tỷ) Nhà Sát Mặt Tiền, 4 Tầng Mới Đẹp trục Lê Văn Sỹ..!",8.69,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",40.0,3,3,4,Sổ hồng,2026-03-28,batdongsan
Bán CHDV mini góc 2MT hẻm 1056 HTP - Cách MT chỉ 30m,8.5,"hẻm 1056, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",104.0,7,7,4,Sổ hồng,2026-03-29,batdongsan
Hẻm 4m Đoàn Văn Bơ - Quận 4 - 5 tầng - Nhà 7PN 4WC DT 60m2 4mx10m nở hậu tài lộc - Giá chỉ 8.5 tỷ,8.5,"Đường Đoàn Văn Bơ, Phường 14, Quận 4, Hồ Chí Minh",60.0,7,4,5,Sổ hồng,2026-03-25,batdongsan
"Nhà giá ngộp Võ Văn Tần Q. 3 cần bán gấp. Giá: 6,5 tỷ. DT: 68m2. 3PN 3WC. 4 tầng. Sổ hồng riêng",6.5,"Đường Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",68.5,3,3,4,Sổ hồng,2026-03-27,batdongsan
"Biệt thự mini 6m x 27m. 159m2 xây 1 lửng 2 lầu DTSD 410m2, 1/ khu Trung Mỹ Tây",9.49,"Đường Trung Mỹ Tây 19, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",159.0,5,5,3,Sổ hồng,2026-03-30,batdongsan
"Chốt ngay căn nhà 2 tầng, 63m2 ngay Phổ Quang, Phú Nhuận - 4 Tỷ 090. SHR, vị trí đắc địa, hẻm 4.5m",4.09,"Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Hồ Chí Minh",63.0,4,3,2,Sổ hồng,2026-03-23,batdongsan
"TRUNG TÂM Q3! HXH Võ Thị Sáu, Q3. Ngang to 5.5x13m - 65.1m2, Hầm 6 tầng, HDT 60tr/th chỉ 26 tỷ TL",26.0,"Đường Võ Thị Sáu, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",65.1,10,10,7,Sổ hồng,2026-03-28,batdongsan
Siêu Phẩm Tân Phú Hiếm 95m2-Nhỉnh 8.xTỷ-2tầg-ngang đẹp 4.5m- Ngay Lê Trọng Tấn tiện ích đầy đủ HXH.,8.0,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",95.0,3,2,2,Sổ hồng,2026-03-28,batdongsan
Hàng hiếm khu vip Phú Nhuận - hẻm xe tải vào tận nhà - 72m2 - 5PN chỉ 9.4 tỷ,9.4,"Hẻm 115, Đường Lê Văn Sỹ, Phường 12, Quận Phú Nhuận, Hồ Chí Minh",72.0,5,5,3,Sổ hồng,2026-03-18,batdongsan
"Siêu hiếm tài sản mặt tiền hẻm xe hơi Hai Bà Trưng, P8, Quận 3 (DT: 5x21m. CN 107m2) giá 31,5 tỷ",31.5,"Phố Hai Bà Trưng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",107.0,7,7,4,Sổ hồng,2026-03-20,batdongsan
"Bán nhà đường Số 2 hông trường Tiểu Học Hoàng Minh Đạo, Bông Sao, P5, Q8, 5x15m, 2 tầng, 6.7 tỷ",6.7,"Đường Số 2, Phường 5, Quận 8, Hồ Chí Minh",79.2,4,2,2,Sổ hồng,2026-03-30,batdongsan
"Hẻm 10m xe hơi Lạc Long Quân - Diện tích: 3,6 x 14,5m. Nở hậu",6.3,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",52.2,2,2,2,Sổ hồng,2026-03-23,batdongsan
"Nhà mới ở ngay, Nguyễn Phúc Chu, 48m2 ( 4 x 12 ) sổ vuông đẹp, sát mặt tiền, nhỉnh 5 tỷ",5.6,"Đường Nguyễn Phúc Chu, Phường 15, Quận Tân Bình, Hồ Chí Minh",47.0,2,2,2,Sổ hồng,2026-03-30,batdongsan
BÁN NHÀ ĐẸP AN DƯƠNG VƯƠNG Q8 - HẺM XE HƠI - 4 TẦNG 5PN 4WC - 50M2 - DÒNG TIỀN TỐT - NHỈNH 6 TỶ,6.2,"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",50.0,5,4,4,Sổ hồng,2026-03-23,batdongsan
NHÀ HIỆP PHÚ KHU V.I.P KIẾN THIẾT - 3 TẦNG KIÊN CỐ - 60M2 - NGANG 4.3M - HẺM XE HƠI ĐẬU CỬA 6.4 TỶ,6.4,"Phường Hiệp Phú, Quận 9, Hồ Chí Minh",60.0,4,3,3,Sổ hồng,2026-03-30,batdongsan
"Bán nhà riêng hàng hiếm tại Nguyễn Sơn, 19,7 tỷ, 76,8m2, pháp lý đầy đủ",19.7,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Hồ Chí Minh",76.8,4,3,2,Sổ hồng,2026-03-21,batdongsan
"Hh 100tr nhận đủ - giảm mạnh 300tr Bán nhà hẻm xe hơi đường nhựa 226 An Dương Vương, P. Bình Phú",6.9,"Đường An Dương Vương, Phường 10, Quận 6, Hồ Chí Minh",50.4,5,5,4,Sổ hồng,2026-03-23,batdongsan
"Bán nhà 6x25m, 3 tầng - mặt tiền Trung Mỹ Tây, kế Nguyễn Ảnh Thủ, khu cực vip - chỉ 8.6 tỷ còn TL",8.6,"Đường Trung Mỹ Tây, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",147.0,7,7,3,Sổ hồng,2026-03-20,batdongsan
"BÁN CHDV HẺM 4M,2MT ÂU DƯƠNG LÂN 54m2 5TẦNG BTCT CHỈ 8TỶ870 . 9Phòng ĐANG CHO THUÊ 45 TRIỆU 1THÁNG",8.88,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",54.0,9,9,5,Sổ hồng,2026-03-25,batdongsan
"Giảm 1 tỷ cần bán gấp nhà HXH Nguyễn Tri Phương, Q.10- 3,2x8m- chỉ 5,880 tỷ còn TL",5.88,"Đường Nguyễn Tri Phương, Phường 5, Quận 10, Hồ Chí Minh",25.0,2,2,2,Sổ hồng,2026-03-25,batdongsan
"BÁN NHÀ NÁT HẺM XE HƠI 6M LÝ CHÍNH THẮNG Q3-52M2- 9,2TỶ",9.3,"Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",52.0,1,1,1,Sổ hồng,2026-03-26,batdongsan
"Quận 10 - Bà Hạt, 4 tầng, gần chợ Nguyễn Tri Phương, chỉ 5.7 tỷ",5.7,"Đường Bà Hạt, Phường 8, Quận 10, Hồ Chí Minh",27.0,2,3,4,Sổ hồng,2026-03-24,batdongsan
"Tiền đây chứ đâu! Nhà đẹp Trần Não-P.Bình An-Q2,gần ga Metro.Giá 5tỷ200tr/ 69m2,cho thuê 28 tr",5.2,"Đường Trần Não, Phường Bình An, Quận 2, Hồ Chí Minh",69.0,3,4,3,Sổ hồng,2026-03-30,batdongsan
"Hiếm có! Nhà 1 trệt 2 lầu 60m2 4x15m 2PN, 2WC, đường ô tô, cách Nguyễn Duy Trinh 200m chỉ 6.x tỷ",7.0,"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60.0,2,2,3,Sổ hồng,2026-03-23,batdongsan
"Q1, gần Bùi Viện - Giá: 4,6 tỷ ngang 4,2m, DTSD: 30m2",4.6,"Đường Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",18.0,2,2,2,Sổ hồng,2026-03-22,batdongsan
"Nhà hxh 6m đường Nguyễn Quang Diêu, 84m2, 3PN, đúc BTCT, Chỉ 7.9 tỷ TL",7.9,"Đường Nguyễn Quang Diêu, Phường Tân Quý, Quận Tân Phú, Hồ Chí Minh",84.0,3,2,2,Sổ hồng,2026-03-30,batdongsan
Bán nhà cạnh big c trường chinh 50 m² 3 tầng 4 tỷ nhỉnh .,4.79,"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",50.0,3,3,3,Sổ hồng,2026-03-26,batdongsan
"Bán CHDV 14P - Giá rẻ - P. Nguyễn Thái Bình, Q.1 - DT: 3.6 x 24 - 5 tầng - 17,8 tỷ - HĐT: 55tr/Th",17.8,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",83.0,14,14,5,Sổ hồng,2026-03-27,batdongsan
"Chính chủ bán nhà Đoàn Văn Bơ P.16 Q. 4 4,55x9 2 tầng 2PN 2WC giá 3,2 tỷ full NT, LH0901 600 ***",3.2,"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",40.0,2,2,2,Sổ hồng,2026-03-17,batdongsan
