tieu_de,gia,dia_chi,dien_tich_dat,phong_ngu,phong_tam,so_tang,phap_ly,ngay_dang
"Bán Nhà riêng tạiĐường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",6.5,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",31,4,4,5,Sổ hồng,11/17/2025
"Bán Nhà mặt phố theo dự ánDự án Thuận An tại Dự án Thuận An, phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",19.5,"Dự án Thuận An, phố Nguyễn Khiêm Ích, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",90,4,4,4,Sổ hồng,11/17/2025
"Bán Nhà riêng tạithanh lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",6.8,"thanh lân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",48,3,3,5,Sổ hồng,11/18/2025
"Bán Nhà riêng tạiLa dương , Phường Dương Nội, Quận Hà Đông, Hà Nội",7,"La dương , Phường Dương Nội, Quận Hà Đông, Hà Nội",31,3,4,5,Sổ hồng,11/15/2025
"Bán Nhà riêng tạiNguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",16.8,"Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",46,4,5,7,Sổ hồng,11/16/2025
"Bán Nhà riêng tạiĐường Vũ Tông Phan, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",5.75,"Đường Vũ Tông Phan, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",33,3,2,4,Sổ hồng,11/15/2025
"Bán Nhà riêng tạiĐường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",6.5,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",32,4,4,5,Sổ hồng,11/16/2025
"Bán Nhà tái định cư tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",25.7,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",58,3,5,8,Sổ hồng,11/16/2025
"Bán Nhà riêng tạiĐường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",3.2,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",20,3,3,4,Sổ hồng,11/16/2025
"Bán Nhà riêng tạiĐường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",14.65,"Đường Vũ Xuân Thiều, Phường Sài Đồng, Quận Long Biên, Hà Nội",46,3,3,7,Sổ hồng,11/14/2025
"Bán Nhà mặt phố tạiĐường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",3.2,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",19,3,3,4,Sổ hồng,11/14/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.95,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",33,4,4,5,Sổ hồng,11/15/2025
"Bán Nhà riêng tạiLa Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",12,"La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",100,2,1,5,Sổ hồng,11/15/2025
"Bán Nhà mặt phố tạiĐường Ngô Gia Khảm, Phường Bồ Đề, Quận Long Biên, Hà Nội",14.5,"Đường Ngô Gia Khảm, Phường Bồ Đề, Quận Long Biên, Hà Nội",35,4,6,7,Sổ hồng,11/15/2025
"Bán Nhà riêng tạiCự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",20,"Cự Lộc, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",41,5,6,7,Sổ hồng,11/14/2025
"Bán Nhà riêng tạiĐường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4.95,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",24,4,4,7,Sổ hồng,11/13/2025
"Bán Nhà riêng tạiĐường Nguyễn Xiển, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",5.7,"Đường Nguyễn Xiển, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",32,3,2,5,Sổ hồng,11/13/2025
"Bán Nhà riêng tạiPhố Đại Từ , Phường Đại Kim, Quận Hoàng Mai, Hà Nội",12.5,"Phố Đại Từ , Phường Đại Kim, Quận Hoàng Mai, Hà Nội",44,4,4,7,Sổ hồng,11/14/2025
"Bán Nhà riêng tạiĐường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.6,"Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",30,3,4,5,Sổ hồng,11/14/2025
"Bán Nhà riêng tạiThái Hà , Phường Trung Liệt, Quận Đống Đa, Hà Nội",21,"Thái Hà , Phường Trung Liệt, Quận Đống Đa, Hà Nội",52,4,4,6,Sổ hồng,11/13/2025
"Bán Nhà biệt thự, liền kề theo dự ánLàng Việt Kiều Châu Âu Euroland tại Làng việt kiều châu âu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",56,"Làng việt kiều châu âu, Phường Mộ Lao, Quận Hà Đông, Hà Nội",144,5,4,3,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiĐường Vũ Tông Phan, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",5.75,"Đường Vũ Tông Phan, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",32,3,2,5,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiĐường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.6,"Đường Nguyễn Xiển, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",30,3,4,5,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiĐường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",8.2,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",35,4,4,5,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiKhương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",10.2,"Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",39,3,4,7,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiThái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",16.5,"Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",60,4,3,4,Sổ hồng,11/12/2025
"Bán Nhà riêng tạilạc long quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35,"lạc long quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",90,5,4,8,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiBa La, Phường Phú La, Quận Hà Đông, Hà Nội",7.85,"Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",35,3,2,5,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiĐường Hoàng Văn Thái, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4.6,"Đường Hoàng Văn Thái, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",22,2,3,7,Sổ hồng,11/11/2025
"Bán Nhà biệt thự, liền kề tạiĐường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",55.5,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",280,5,7,10,Sổ hồng,11/12/2025
"Bán Nhà riêng tạiĐường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",5.6,"Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",30,3,4,5,Sổ hồng,11/11/2025
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Văn Quán tại Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",50,"Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",230,5,5,4,Sổ hồng,11/10/2025
"Bán Nhà mặt phố tạiĐường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",58.5,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",130,6,9,12,Sổ hồng,11/11/2025
"Bán Nhà riêng tạihoàng văn thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",14.6,"hoàng văn thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",41,4,5,6,Sổ hồng,11/11/2025
"Bán Nhà riêng tạiĐường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",5.7,"Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",33,3,2,5,Sổ hồng,11/10/2025
"Bán Nhà riêng tạiQuang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",5.9,"Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội",25,3,4,5,Sổ hồng,11/10/2025
"Bán Nhà biệt thự, liền kề theo dự ánKiến Hưng Luxury tại Kiến Hưng Luxury, Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",22,"Kiến Hưng Luxury, Phúc La, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",67,3,3,7,Sổ hồng,11/11/2025
"Bán Nhà riêng tạiĐường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",17.3,"Đường Ngọc Thụy, Phường Bồ Đề, Quận Long Biên, Hà Nội",50,3,4,7,Sổ hồng,11/9/2025
"Bán Nhà riêng tạihoàng văn thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",15.8,"hoàng văn thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",50,3,4,7,Sổ hồng,11/10/2025
"Bán Nhà riêng tạiHà trì 3, Phường Hà Cầu, Quận Hà Đông, Hà Nội",7.45,"Hà trì 3, Phường Hà Cầu, Quận Hà Đông, Hà Nội",31,3,4,5,Sổ hồng,11/10/2025
"Bán Nhà riêng tạiĐường Đê La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",19.2,"Đường Đê La Thành, Phường Giảng Võ, Quận Ba Đình, Hà Nội",50,6,6,7,Sổ hồng,11/8/2025
"Bán Nhà riêng tạiĐường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",3.2,"Đường Nguyễn Lương Bằng, Phường Quang Trung, Quận Đống Đa, Hà Nội",18,3,3,4,Sổ hồng,11/8/2025
"Bán Nhà riêng tạiĐường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",10,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",52,4,3,5,Sổ hồng,11/8/2025
"Bán Nhà riêng tạiĐường Liễu Giai, Phường Cống Vị, Quận Ba Đình, Hà Nội",29.6,"Đường Liễu Giai, Phường Cống Vị, Quận Ba Đình, Hà Nội",56,7,7,8,Sổ hồng,11/7/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.95,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",38,6,3,6,Sổ hồng,11/7/2025
"Bán Nhà mặt phố tạiĐường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",85.5,"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",226,4,3,3,Sổ hồng,11/8/2025
"Bán Nhà riêng tạiĐường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",8.2,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",30,5,5,6,Sổ hồng,11/8/2025
"Bán Nhà biệt thự, liền kề tạihoàng văn thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",23.8,"hoàng văn thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",55,4,4,6,Sổ hồng,11/8/2025
"Bán Nhà mặt phố tạiĐường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",43.5,"Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội",84,4,6,10,Sổ hồng,11/7/2025
"Bán Nhà mặt phố tạiĐường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",26.2,"Đường Đàm Quang Trung, Phường Long Biên, Quận Long Biên, Hà Nội",75,6,6,8,Sổ hồng,11/7/2025
"Bán Nhà mặt phố tạiĐường Gia Ngư, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",1350,"Đường Gia Ngư, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",500,100,100,12,Sổ hồng,11/7/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",4.55,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",25,2,2,7,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiĐường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.9,"Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",50,7,5,6,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiĐường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",18.8,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",37,4,7,7,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiĐường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",28.9,"Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",56,4,4,7,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiĐường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",23,"Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",72,12,12,7,Sổ hồng,11/6/2025
"Bán Nhà mặt phố tạiLiễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",62,"Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",95,12,10,10,Sổ hồng,11/7/2025
"Bán Nhà riêng tạivăn minh, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",7.5,"văn minh, Xã Di Trạch, Huyện Hoài Đức, Hà Nội",32,4,4,5,Sổ hồng,11/7/2025
"Bán Nhà riêng tạiĐường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",4.5,"Đường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",22,3,3,3,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiMinh khai , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",23.8,"Minh khai , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",52,5,6,8,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiĐường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.62,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",30,3,4,5,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiPhố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",23.4,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",53,5,5,8,Sổ hồng,11/6/2025
"Bán Nhà riêng tạiTrương Định , Phường Tương Mai, Quận Hoàng Mai, Hà Nội",16.5,"Trương Định , Phường Tương Mai, Quận Hoàng Mai, Hà Nội",80,3,3,3,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiĐường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.3,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",33,7,5,5,Sổ hồng,11/4/2025
"Bán Nhà riêng tạiHoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",15.75,"Hoàng Văn Thái, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",50,3,5,7,Sổ hồng,11/5/2025
"Bán Nhà mặt phố tạiĐê La Thành Hà Nội, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",40,"Đê La Thành Hà Nội, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",45,6,6,9,Sổ hồng,11/5/2025
"Bán Nhà mặt phố tạiHoang Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",25.5,"Hoang Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",60,5,4,7,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiPhường Thụy Khuê, Quận Tây Hồ, Hà Nội",7.2,"Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",30,3,3,6,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiPhố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",15.6,"Phố Tô Vĩnh Diện, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",60,5,4,4,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiThái Hà , Phường Trung Liệt, Quận Đống Đa, Hà Nội",16.75,"Thái Hà , Phường Trung Liệt, Quận Đống Đa, Hà Nội",46,6,5,5,Sổ hồng,11/5/2025
"Bán Nhà riêng tạiĐường Khương Trung mới, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",7.5,"Đường Khương Trung mới, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",36,5,3,3,Sổ hồng,11/3/2025
"Bán Nhà riêng tạiXuân đỗ, Phường Long Biên, Quận Long Biên, Hà Nội",9.5,"Xuân đỗ, Phường Long Biên, Quận Long Biên, Hà Nội",42,3,5,6,Sổ hồng,11/2/2025
"Bán Nhà riêng tạiĐường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",8.5,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",40,3,4,4,Sổ hồng,11/1/2025
"Bán Nhà mặt phố tạiHàng cót , Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",148,"Hàng cót , Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",141,12,12,6,Sổ hồng,11/1/2025
"Bán Nhà tái định cư tạiQuốc Lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",11.6,"Quốc Lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",50,4,4,5,Sổ hồng,11/1/2025
"Bán Nhà mặt phố tạiTrần khát chân , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",53,"Trần khát chân , Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",84,6,7,10,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiPhường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",8.8,"Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",40,3,3,5,Sổ hồng,11/2/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",6.35,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",34,2,2,5,Sổ hồng,11/1/2025
"Bán Nhà riêng tạiNguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",15.5,"Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",413,7,4,5,Sổ hồng,12/8/2025
"Bán Nhà riêng tạiĐường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.7,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",28,3,4,5,Sổ hồng,11/2/2025
"Bán Nhà riêng tạiPhường Ngọc Thụy, Quận Long Biên, Hà Nội",12.95,"Phường Ngọc Thụy, Quận Long Biên, Hà Nội",53,4,5,6,Giấy tờ không xác định,10/31/2025
"Bán Nhà riêng tạiTÂY SƠN, Phường Quang Trung, Quận Đống Đa, Hà Nội",7.1,"TÂY SƠN, Phường Quang Trung, Quận Đống Đa, Hà Nội",40,3,3,4,Sổ hồng,10/31/2025
Bán Nhà riêng tạiĐẶNG TIẾN ĐÔNG- ĐỐNG ĐA -HÀ NỘI,11.45,ĐẶNG TIẾN ĐÔNG- ĐỐNG ĐA -HÀ NỘI,45,3,3,5,Sổ hồng,10/31/2025
"Bán Nhà biệt thự, liền kề tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",14,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50,5,4,7,Sổ hồng,10/31/2025
"Bán Nhà mặt phố tạiVũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",42,"Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",59,5,5,9,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiNgọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",13.65,"Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",55,3,5,7,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",7.5,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",35,5,3,3,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiĐường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",10.5,"Đường Khương Trung, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",50,5,3,7,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiPhố Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",25,"Phố Tống Duy Tân, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",105,3,3,1,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiPhan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",7.35,"Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",35,3,4,4,Sổ hồng,10/30/2025
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị mới Xa La tại Khu đô thị mới Xa La, Hạnh hoa, Phường Phúc La, Quận Hà Đông, Hà Nội",41,"Khu đô thị mới Xa La, Hạnh hoa, Phường Phúc La, Quận Hà Đông, Hà Nội",120,4,5,4,Sổ hồng,10/29/2025
"Bán Nhà biệt thự, liền kề theo dự ánKhu đô thị Geleximco - Lê Trọng Tấn tại Khu đô thị Geleximco - Lê Trọng Tấn, Lê trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",22,"Khu đô thị Geleximco - Lê Trọng Tấn, Lê trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",120,5,5,4,Sổ hồng,10/29/2025
"Bán Nhà biệt thự, liền kề tạiĐường 1, Phường Phú La, Quận Hà Đông, Hà Nội",16,"Đường 1, Phường Phú La, Quận Hà Đông, Hà Nội",50,5,4,5,Sổ hồng,10/31/2025
"Bán Nhà riêng tạiĐường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",19.8,"Đường Giải Phóng, Phường Phương Mai, Quận Đống Đa, Hà Nội",30,3,4,7,Sổ hồng,10/30/2025
"Bán Nhà mặt phố tạiĐường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",85,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",139,7,7,8,Sổ hồng,10/30/2025
"Bán Nhà riêng tạiĐường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.73,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",31,3,4,5,Sổ hồng,10/30/2025
"Bán Nhà biệt thự, liền kề tạiĐường 1, Phường Phú La, Quận Hà Đông, Hà Nội",20,"Đường 1, Phường Phú La, Quận Hà Đông, Hà Nội",90,5,4,5,Sổ hồng,10/29/2025
"Bán Nhà mặt phố tạiPhố Hàng Đồng, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",35,"Phố Hàng Đồng, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",51,2,3,10,Sổ hồng,10/28/2025
"Bán Nhà riêng tạimậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.3,"mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35,3,4,5,Sổ hồng,10/29/2025
"Bán Nhà mặt phố tạiĐường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",11.5,"Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",30,4,4,8,Sổ hồng,10/29/2025
"Bán Nhà riêng tạiPhường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",9.8,"Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",46,3,3,6,Sổ hồng,10/28/2025
"Bán Nhà riêng tạiĐường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",5.7,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",32,3,4,5,Sổ hồng,10/29/2025
"Bán Nhà riêng tạiĐường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",18.5,"Đường Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội",65,3,4,5,Sổ hồng,10/29/2025
"Bán Nhà riêng tạiTrần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",10.6,"Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",32,3,4,6,Sổ hồng,10/29/2025
"Bán Nhà riêng tạimậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",7.1,"mậu lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",30,3,4,5,Sổ hồng,10/29/2025
"Bán Nhà biệt thự, liền kề tạiĐường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",13,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",45,5,4,5,Sổ hồng,10/27/2025
"Bán Nhà riêng tạiĐường Bế Văn Đàn, Phường Quang Trung, Quận Hà Đông, Hà Nội",6,"Đường Bế Văn Đàn, Phường Quang Trung, Quận Hà Đông, Hà Nội",20,4,4,5,Sổ hồng,10/27/2025
"Bán Nhà riêng tạiTân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",3.2,"Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",60,2,1,4,Sổ hồng,10/28/2025
"Bán Nhà riêng tạiĐường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",27,"Đường Ngọc Lâm, Phường Bồ Đề, Quận Long Biên, Hà Nội",71,4,5,8,Sổ hồng,10/28/2025
"Bán Nhà mặt phố tạiHàm Long , Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",19,"Hàm Long , Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",40,1,1,7,Sổ hồng,10/27/2025
"Bán Nhà mặt phố tạiĐường Tân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",21.5,"Đường Tân Thụy, Phường Phúc Đồng, Quận Long Biên, Hà Nội",65,6,6,8,Sổ hồng,10/28/2025
"Bán Nhà riêng tạiXã An Khánh, Huyện Hoài Đức, Hà Nội",14.8,"Xã An Khánh, Huyện Hoài Đức, Hà Nội",64,6,7,7,Sổ hồng,10/27/2025
"Bán Nhà biệt thự, liền kề tạiĐường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",14,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",50,5,4,7,Sổ hồng,10/28/2025
